Y	0	3667352
Unmapped_Scaffold_4_D1555_D1692	0	86267
Unmapped_Scaffold_8_D1580_D1567	0	88768
Unmapped_Scaffold_11_D1754	0	36482
Unmapped_Scaffold_13_D1782	0	25537
Unmapped_Scaffold_17_D1756_D1775	0	62570
Unmapped_Scaffold_22_D1753	0	45120
Unmapped_Scaffold_24_D1707	0	22882
Unmapped_Scaffold_28_D1723	0	46986
Unmapped_Scaffold_29_D1705	0	37106
Unmapped_Scaffold_32_D1773	0	16157
Unmapped_Scaffold_35_D1599	0	57785
Unmapped_Scaffold_37_D1608	0	20763
Unmapped_Scaffold_38_D1625	0	28305
Unmapped_Scaffold_44_D1670	0	25698
Unmapped_Scaffold_45_D1673	0	29583
Unmapped_Scaffold_46_D1675	0	25560
Unmapped_Scaffold_48_D1678	0	26115
Unmapped_Scaffold_51_D1697	0	13455
Unmapped_Scaffold_52_D1739	0	43383
Unmapped_Scaffold_54_D1776	0	12632
Unmapped_Scaffold_58_D1862	0	10091
Unmapped_Scaffold_60_D1601	0	24503
211000022278279	0	12714
XY_mapped_Scaffold_42_D1648	0	47411
Y_mapped_Scaffold_5_D1748_D1610	0	73091
Y_mapped_Scaffold_9_D1573	0	66731
Y_mapped_Scaffold_12_D1771	0	66439
Y_mapped_Scaffold_15_D1727	0	33316
Y_mapped_Scaffold_18_D1698	0	34521
Y_mapped_Scaffold_20_D1762_D1719	0	39041
Y_mapped_Scaffold_21_D1683_D1693	0	34359
Y_mapped_Scaffold_23_D1638	0	31460
Y_mapped_Scaffold_26_D1717	0	21921
Y_mapped_Scaffold_30_D1720	0	25805
Y_mapped_Scaffold_34_D1584	0	24380
Y_mapped_Scaffold_53_D1765	0	44104
211000022279762	0	11498
rDNA	0	76973
211000022278033	0	1143
211000022278089	0	4222
211000022278170	0	1160
211000022278224	0	1650
211000022278269	0	11430
211000022278354	0	21074
211000022278391	0	1152
211000022278415	0	25840
211000022278678	0	1966
211000022278894	0	1303
211000022278978	0	12424
211000022279018	0	6860
211000022279130	0	1990
211000022279169	0	3120
211000022279344	0	4573
211000022279387	0	1044
211000022279450	0	1719
211000022279594	0	12148
211000022279735	0	7722
211000022280087	0	4986
211000022280171	0	2784
211000022280577	0	3013
211000022280583	0	5026
211000022280626	0	2419
211000022280652	0	4581
211000022278095	0	1008
211000022278096	0	1148
211000022278164	0	3073
211000022278171	0	1193
211000022278205	0	2176
211000022278493	0	2442
211000022278521	0	1549
211000022278535	0	1045
211000022278581	0	3010
211000022278611	0	3648
211000022278672	0	2221
211000022278673	0	1165
211000022278676	0	1378
211000022278711	0	2084
211000022278712	0	5060
211000022278765	0	4400
211000022278858	0	2435
211000022278859	0	1081
211000022278860	0	2253
211000022278888	0	2200
211000022278889	0	1262
211000022278926	0	4465
211000022279011	0	2291
211000022279095	0	1189
211000022279096	0	2060
211000022279097	0	1832
211000022279116	0	2529
211000022279117	0	1029
211000022279118	0	2198
211000022279139	0	1849
211000022279147	0	5891
211000022279148	0	1146
211000022279155	0	1076
211000022279156	0	1227
211000022279157	0	2670
211000022279158	0	1900
211000022279159	0	1747
